Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2023 Total reported emissions from Onshore Oil & Gas Production ,2022 Total reported emissions from Onshore Oil & Gas Production ,2021 Total reported emissions from Onshore Oil & Gas Production ,2020 Total reported emissions from Onshore Oil & Gas Production ,2019 Total reported emissions from Onshore Oil & Gas Production ,2018 Total reported emissions from Onshore Oil & Gas Production ,2017 Total reported emissions from Onshore Oil & Gas Production ,2016 Total reported emissions from Onshore Oil & Gas Production ,2015 Total reported emissions from Onshore Oil & Gas Production ,2014 Total reported emissions from Onshore Oil & Gas Production ,2013 Total reported emissions from Onshore Oil & Gas Production ,2012 Total reported emissions from Onshore Oil & Gas Production ,2011 Total reported emissions from Onshore Oil & Gas Production ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007599,,"Indigo Minerals, LLC",230 - Arkla Basin,Houston,TX,77002,"600 Travis Street, Suite 5500",,29.76012,-95.3638,211130,W-ONSH,,,,484715.206,509587.51,470207.016,436794.874,346635.376,188380.484,219456.234,91734.866,99210.496,40433.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011848,110067200371,Indigo Resources LLC,230 - Arkla Basin,Houston,TX,77002,"600 Travis Street, Suite 5500",HARRIS COUNTY,29.76035,-95.36416,211130,W-ONSH,,,,,78076.63,45628.636,46808.95,78087.476,57870.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011976,110067409496,Indigo Resources LLC 260 East Texas Basin,260 - East Texas Basin,Houston,TX,77002,"600 Travis Street, Suite 5500",HARRIS COUNTY,29.76035,-95.36416,211130,W-ONSH,,,,,0,26672.85,72263.4,71624.286,72517.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013671,,"Inpex 220 Gulf Coast Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78216,"601 NW Loop 410, Suite 325",,29.522101,-98.501205,211130,W-ONSH,,137835.834,128840.538,111602.312,223299.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009878,,Iron Pennsylvania Land LLC,160A - Appalachian Basin (Eastern Overthrust Area),Waynesburg,PA,15370,115 Brick School Road,,39.836187,-80.128397,211130,W-ONSH,12309.596,12893.898,13060.848,40766.138,41460.588,48377.284,50435.932,65759.772,69207.564,71842.062,67567.008,78409.604,79663.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010330,110028251610,J-W Operating Company,230 - Arkla Basin,Addison,TX,75001,15505 Wright Brothers Drive,GREGG COUNTY,32.381759,-94.707062,211111,W-ONSH,,,,,,,,,,149348.434,53240.686,62405.544,22854.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007037,110071161184,"J. Cleo Thompson & James Cleo Thompson, Jr. L.P. 430 Permian Basin",430 - Permian Basin,Dallas,TX,75201,325 N. St. Paul Ste. 4300,DALLAS COUNTY,32.78633,-96.796253,211120,W-ONSH,,,,19523.342,19306.644,18460.55,23846.9,23375.65,21085.28,33594.1,30652.4,17341.9,38339.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013104,,"JKLM Energy, LLC",160A - Appalachian Basin (Eastern Overthrust Area),Sewickley,PA,15143,"2200 Georgetown Drive, Suite 500",,40.5593731,-80.1651854,211130,W-ONSH,,9406.698,889.946,1827.796,27192.88,38576.35,59930.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008411,,JMA Energy 360,360 - Anadarko Basin,OKC,OK,73118,1021 NW Grand BLvd,,35.529964,-97.528757,211120,W-ONSH,18786.318,31208.814,36017.646,30690.39,36803.604,50880.842,49180.784,38788.272,37827.028,31618.356,51772.372,49240.824,52079.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012542,110070082355,Jagged Peak Permian Basin (430) Operations,430 - Permian Basin,Denver,CO,80202,"1125 17th Street, Suite 2400",,39.7541032,-105.0002242,211120,W-ONSH,,,,,576628.82,560323.34,287761.994,60012.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013262,,Javelin Energy Partners Management Fort Worth Syncline,420 - Fort Worth Syncline,Irving,TX,75039,"5221 N OConnor Blvd, Suite 1100",,32.87126076,-96.93811949,211130,W-ONSH,43147.882,36088.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008439,,Javelin Energy Partners Management Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Irving,TX,75039,"5221 N OConnor Blvd, Suite 1100",,29.77791,-95.5444,211120,W-ONSH,771085.39,193675.616,98673.436,98074.464,131183.698,58288.74,45609.802,125172.434,171514.184,157686.964,143064.55,101346.804,100225.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013261,,Javelin Energy Partners Management Strawn Basin,415 - Strawn Basin,Irving,TX,75039,"5221 N OConnor Blvd, Suite 1100",,32.86937311,-96.93518583,211130,W-ONSH,215828.704,182430.932,171003.286,151042.682,168285.402,170096.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009350,,Javelin Energy Partners Managment Uinta Basin,575 - Uinta Basin,Irving,TX,75039,"5221 N O'Connor Blvd, Suite 1100",,29.75816,-95.36782,211130,W-ONSH,154651.486,203690.906,87144.146,93943.042,77623.696,85617.39,170897.522,159204.562,137639.298,124835.788,132740.124,101019.25,33951.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012734,,Jay-Bee Oil & Gas Wellsites,160A - Appalachian Basin (Eastern Overthrust Area),Cairo,WV,26337,3570 Shields Hill Rd,,39.2147002,-81.1857736,211130,W-ONSH,39802.984,44642.29,110372.664,57397.62,59309.158,89121.852,69640.552,30388.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014885,,"Jetta Operating Company, Inc.",430 - Permian Basin,Fort Worth,TX,76102,"640 Taylor Street, Suite 2400",,32.75201601,-97.33209398,211120,W-ONSH,36180.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011450,,Jonah Energy LLC_AAPG 535_Green River Basin,535 - Green River Basin,Denver,CO,80202,"707 17th Street, Suite 2700",,41.15647,-104.76581,211130,W-ONSH,292654.722,360710.62,332847.414,344459.28,367332.758,405304.298,395557.962,271781.72,242648.194,205161.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009545,110055517070,Jones Energy 345 Arkoma Basin,345 - Arkoma Basin,Austin,TX,78746,807 Las Cimas Parkway Suite 350,TRAVIS,30.28904,-97.83129,211111,W-ONSH,,,,,,,0,15056.84,14548.942,17421.504,7847.4,30160.754,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008066,,"Jordan Development Company, LLC",305 - Michigan Basin,Traverse City,MI,49696,1503 Garfield Road N.,,44.70733,-85.59552,211130,W-ONSH,49632.594,51502.34,70393.66,75639.91,61352.552,79223.654,80706.14,92488.776,106894.252,126573.084,98043.964,141447.114,130024.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014404,110071232181,KODA RESOURCES,395 - Williston Basin,Williston,ND,58801,,DIVIDE COUNTY,48.662043,-103.904155,211120,W-ONSH,57347.19,60521.372,33362.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009135,110010727534,Kaiser-Francis Oil Company 360 Anadarko Basin,360 - Anadarko Basin,Tulsa,OK,74136,6733 South Yale Ave,TULSA COUNTY,36.065483,-95.92207,211120,W-ONSH,64670.746,63948.828,64833.902,93715.046,106400.196,82829.596,131181.566,135035.024,162131.194,159514.75,161254.408,221800.842,842079.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008122,,Kaiser-Francis Oil Company 430 Permian Basin,430 - Permian Basin,Tulsa,OK,74136,6733 S. Yale Ave.,,36.065649,-95.92037203,211120,W-ONSH,94318.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003754,110055508703,Kash Oil & Gas - Basin 220,"220 - Gulf Coast Basin (LA, TX)",Lafayette,LA,70508,129 Rue Beauregard,LAFAYETTE PARISH,30.19283,-92.01245,211120,W-ONSH,,,,,,5281.548,9167.7,12813.2,15375.5,41501.44,33539.92,38448.122,38596.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008703,,Key Production Co. 360 Anadarko,360 - Anadarko Basin,Tulsa,OK,74103,"202 S. Cheyenne Ave., Suite 1000",,36.151561,-95.989756,211120,W-ONSH,,,,7179.15,9761.6,11083.5,19413.394,39131.8,44086.75,39941.872,39444.768,42711.97,40146.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008248,,Kinder Morgan Production 430 Permian Basin,430 - Permian Basin,Midland,TX,79701,500 West Illinois,,31.99954,-102.0797,211120,W-ONSH,27291.68,,,,,,,,954.234,1429.278,270.548,920.236,681.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008691,110005116105,Kirkpatrick 430 Permian,430 - Permian Basin,Midland,TX,79701,600 North Marienfeld Street Suite 301,MIDLAND COUNTY,32.00317,-102.07883,211111,W-ONSH,,,,,,,,,,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009742,110010675796,Kodiak Oil & Gas Corp.,395 - Williston Basin,Denver,CO,80202,"1625 Broadway, Suite 250",DENVER,39.742394,-104.987374,211111,W-ONSH,,,,,,,,,,0,957008.326,591106.508,182475.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013291,,"Kraken Oil and Gas II, LLC",395 - Williston Basin,Houston,TX,77024,"9805 Katy Freeway, Suite 300",,48.49281,-102.969,211120,W-ONSH,,,,356092.078,663459.148,326951.986,64410.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013324,,"Kraken Oil and Gas III, LLC",395 - Williston Basin,Houston,TX,77024,"9805 Katy Freeway, Suite 300",,29.783552,-95.535637,211120,W-ONSH,,,,105280.81,191258.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013301,,"Kraken Oil and Gas, LLC",395 - Williston Basin,Houston,TX,77024,"9805 Katy Freeway, Suite 300",,47.97686,-104.442,211120,W-ONSH,,,,134416.198,177751.784,80346.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014371,,"Kraken Operating, LLC",395 - Williston Basin,Houston,TX,77024,"9805 Katy Freeway, Suite 300",,29.78358914,-95.53561587,211120,W-ONSH,364424.132,242547.638,201340.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008299,,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",305 - Michigan Basin,HOUSTON,TX,77079,12012 WICKCHESTER SUITE 300,,32.93476,-96.81801,211130,W-ONSH,71570.578,90890.062,65815.144,92310.89,127876.536,139697.63,129887.464,124424.128,104066.224,102077.37,118317.472,118573.862,96925.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009785,110054082078,LARAMIE ENERGY LLC - Piceance Basin (585),595 - Piceance Basin,Denver,CO,80203,"1700 Lincoln St, Suite 3950",DENVER COUNTY,39.75099,-104.99733,211130,W-ONSH,84490.112,118010.104,119068.246,163775.878,180895.856,300140.718,276806.634,270181.118,40514.68,27263.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014411,,"LLOX, L.L.C. - Gulf Coast Basin (220) - Onshore Production","220 - Gulf Coast Basin (LA, TX)",Covington,LA,70433,"1001 Ochsner Blvd, Suite A",,30.4496695,-90.14197224,211120,W-ONSH,22436.952,29962.228,22853.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012724,,"LOGOS OPERATING, LLC",580 - San Juan Basin,Farmington,NM,87401,2010 Afton Place,,36.7471661,-108.214028,211130,W-ONSH,271298.444,425600.406,490720.658,352694.528,365846.934,384986.558,354251.242,146904.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013089,,LOLA Energy PetroCo,160A - Appalachian Basin (Eastern Overthrust Area),Canonsburg,PA,15317,1900 Main Street #107-4,,40.2767073,-80.1651854,211130,W-ONSH,8910.418,24698.296,24396.12,23557.172,1670.746,82836.986,40731.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009683,110045628745,"Laredo Energy 220 Gulf Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",Houston,TX,77024,"840 W. Sam Houston Pkwy., No., Ste. 400",HARRIS COUNTY,29.850591,-95.507729,211130,W-ONSH,175231.188,65081.568,59295.936,70102.392,70714.118,39037.994,32344.374,54991.88,29111.058,16014.564,33745.3,116449.926,100120.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009055,110030905947,Laredo Petroleum Basin 360,360 - Anadarko Basin,Tulsa,OK,74119,"15 W. Sixth Street, Suite 1800",TULSA,36.150442,-95.98975,211111,W-ONSH,,,,,,,,,,,,36425.474,19795.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010395,110055520609,Le Norman Operating - 360 - Anadarko Basin,360 - Anadarko Basin,Oklahoma City,OK,73142,"4727 Gaillardia Parkway, Suite 200",OKLAHOMA,35.61136,-97.60707,211111,W-ONSH,,,,,,,,,,,,138874.226,162378.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011975,,Legacy Reserves Basin 260 Production,260 - East Texas Basin,Midland,TX,79705,"15 Smith Rd, Suite 3000",,31.45716703,-96.05886685,211130,W-ONSH,,27918.308,104991.622,88037.15,88524.4,90095.85,90267.65,86107.7,92709.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009588,,Lewis Energy Group,"220 - Gulf Coast Basin (LA, TX)",San Antonio,TX,78216,10101 Reunion Place,,29.5516834,-98.4952228,211130,W-ONSH,443568.94,501798.178,442404.73,398694.456,345325.728,378978.878,387773.43,314130.054,364339.122,1244930.978,1034518.588,658189.478,265486.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012021,,Liberty Resources Managment LLC 395 Williston Basin,395 - Williston Basin,Battleview,ND,58773,9895 Hwy 40,,48.577676,-102.777417,211120,W-ONSH,86226.336,74608.186,86586.224,66681.876,173863.684,140441.922,142107.498,179651.988,116897.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008501,110041251481,Lime Rock Resources 360 Anadarko Basin,360 - Anadarko Basin,Houston,TX,77002,"1111 Bagby Street, Suite 4600",HARRIS COUNTY,29.77733,-95.54268,211111,W-ONSH,,,,,,,,,,,,114269.596,93146.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007476,,Lime Rock Resources Fort Worth Syncline (420),420 - Fort Worth Syncline,Houston,TX,77002,1111 Bagby Street Suite 4600,,32.02786,-102.09198,211120,W-ONSH,223656.788,338475.31,348316.582,367340.13,354203.89,275116.364,281435.798,335303.418,351701.776,351416.81,353807.456,192782.006,207294.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011873,,"Lime Rock Resources III-A, Williston Basin",395 - Williston Basin,Houston,TX,77002,1111 Bagby Street Suite 4600,,29.75867,-95.37054,211120,W-ONSH,114890.964,73089.328,72476.808,111144.746,188762.992,216538.462,118390.492,64998.136,93573.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013377,110070543170,Lime Rock Resources Pecos Valley,430 - Permian Basin,Mentone,TX,79754,,LOVING COUNTY,31.929,-103.6208,213111,W-ONSH,174064.732,144837.056,175117.754,225878.936,267488.852,17988.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011185,,Lime Rock Resources V-A Williston Basin 395,395 - Williston Basin,Houston,TX,77002,1111 Bagby St Suite 4600,,29.61619,-98.48208,211120,W-ONSH,42583.18,64454.618,33578.952,34110.702,263473.424,156215.29,19234.288,34091.506,100296.596,66927.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011666,,Lindsay Field Office,360 - Anadarko Basin,Lindsay,OK,73052,401 N. Industrial,,34.84095,-97.61587,211130,W-ONSH,161767.578,181995.516,177785.914,134724.29,169421.568,124480.33,160729.896,49951.88,58512.154,49008.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011418,110062541762,Linn Energy - Placerita,595 - Piceance Basin,Houston,TX,77002,"600 Travis St., Suite 5100",HARRIS,29.76012,-95.3638,211111,W-ONSH,,,,,,,,,,62688.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011419,,Linn Energy 745 San Joaquin Basin Production Segment,745 - San Joaquin Basin,Houston,TX,77002,"600 Travis Street, Suite 1400",Harris,29.752554,-95.3704009,211111,W-ONSH,,,,,,,,1550309.824,2118432.116,1390604.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014426,,"Loan Asset Issuer LLC, Series 2021 NG-1",160A - Appalachian Basin (Eastern Overthrust Area),New York,NY,10022,510 Madison Avenue,,40.75997267,-73.97466496,211130,W-ONSH,65006.852,55566.042,61462.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012873,,"Lonestar Resources 220 Gulf Coast Basin (LA, TX)","220 - Gulf Coast Basin (LA, TX)",Fort Worth,TX,76107,"600 Bailey Avenue, Suite 200",,32.737615,-97.3840729,211120,W-ONSH,,,,121586.77,114502.244,101413.618,54188.48,54573.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008409,110055513207,Los Angeles Basin 760 THUMS Long Beach Company,760 - Los Angeles Basin,Los Angeles,CA,90024,10889 Wilshire Boulevard,Los Angeles,34.05893,-118.44336,211111,W-ONSH,,,,,,,,,210887.902,173539.362,187174.33,189527.028,203932.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009762,110055517757,Luff Exploration Company - 395 - Williston Basin,395 - Williston Basin,Denver,CO,80203,"1580 Lincoln Street, Suite 850",DENVER COUNTY,39.74138,-104.98613,211120,W-ONSH,29040.434,28410.578,32858.718,34320.064,33564.916,33210.216,32487.216,28812.632,29270.84,24798.622,38401.486,31942.722,41023.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013742,,Luxe 430 Permian Basin,430 - Permian Basin,Denver,CO,80202,"1401 17th St, Ste. 1000",,30.3969,-97.851768,211130,W-ONSH,,,,212469.166,161074.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004628,110071161101,MACPHERSON OIL COMPANY,745 - San Joaquin Basin,BAKERSFIELD,CA,93308,24118 Round Mountain Road,KERN COUNTY,35.5512,-118.93057,211120,W-ONSH,,145786.008,151177.684,68050.346,144072.118,172282.56,196416.01,186811.948,289453.952,374153.042,332565.296,286880.772,2472.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009328,110070082029,MERIT ENERGY CO LLC 350 SOUTH OKLAHOMA FOLDED BELT,350 - South Oklahoma Folded Belt,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",,32.9309279,-96.7949137,211120,W-ONSH,,,,,26414.352,26496.452,33308.8,30898.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009274,,MERIT ENERGY CO LLC 360 ANADARKO BASIN,360 - Anadarko Basin,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",,32.93476,-96.81801,211130,W-ONSH,50079.26,68333.2,80490.412,114611.946,123684.58,134367.286,132613.682,114773.556,50683.6,32141.17,78899.116,76533.824,28639.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009327,110022872159,MERIT ENERGY CO LLC 420 FORT WORTH SYNCLINE,420 - Fort Worth Syncline,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81801,211120,W-ONSH,,,,,,21015.636,21557.936,21645.834,17067.398,20343.298,33965.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009273,110022872159,MERIT ENERGY CO LLC 430 PERMIAN BASIN,430 - Permian Basin,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81801,211111,W-ONSH,,,,,,,,33209.65,34233.302,33869.852,55887.512,53594.452,43421.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008138,110022872159,MERIT ENERGY CO LLC 540 DENVER BASIN,540 - Denver Basin,DALLAS,TX,75240,"13727 NOEL ROAD, SUITE 1200",DALLAS COUNTY,32.93476,-96.81985,211111,W-ONSH,,,,,,,,,,0,,0,40225.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013285,,MFEU-Uinta Basin Production,575 - Uinta Basin,Vernal,UT,84078,11002 East 17500 South,,40.38956,-109.097,211120,W-ONSH,199890.122,184828.64,181592.366,164657.582,170681.696,265732.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008474,,"MMGK Arkoma, LLC - ARKOMA Basin",345 - Arkoma Basin,Dallas,TX,75240,"13727 Noel Road, Suite 1200",,35.38671,-94.42448,211130,W-ONSH,71609.832,172408.238,243088.8,725019.826,690915.828,666601.276,261873.532,261063.784,276770.476,279329.85,1090864.488,1317019.94,1750914.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012437,,"MMGL TXPH, LLC - 360 - Anadarko Basin",360 - Anadarko Basin,Dallas,TX,75240,13727 Noel Road,,36.1592882,-95.9964783,211120,W-ONSH,116260.538,103258.116,203172,229959.092,543708.366,336837.704,296441.082,404704.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005489,110071159742,Madill Plant,350 - South Oklahoma Folded Belt,Madill,OK,73446,10 Miles E. of Madill on Hwy 199,MARSHALL COUNTY,34.084167,-96.59,211130,"C,W-PROC",,,,,,,,,,,49499.328,36676.53,1407.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013325,,Magnolia O&G Corp 220 Gulf Coast Basin,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77046,"Nine Greenway Plaza, Suite 1300",,29.73248132,-95.43456776,211130,W-ONSH,524601.146,445380.89,322005.936,314318.892,371090.108,421109.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014085,,Magnolia Oil and Gas - Gulf Coast OSP,"220 - Gulf Coast Basin (LA, TX)",Houston,TX,77046,Nine Greenway Plaza Suite 1300,,29.7591188,-95.37079342,211120,W-ONSH,,174431.122,111190.106,100565.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013918,,Mallard Exploration LLC,540 - Denver Basin,Denver,CO,80202,1400 16th St. #300,,39.75006706,-104.9988491,211120,W-ONSH,,,48405.104,30327.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010045,110033245753,"Manti Exploration Operating, LLC","220 - Gulf Coast Basin (LA, TX)",Corpus Christi,TX,78401,"800 N. Shoreline Blvd., Suite 900",NUECES,27.79873,-97.39145,211111,W-ONSH,,,,,,,,,,,55674.354,66942.454,59694.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014512,,Maple Energy Basin 430 Production,430 - Permian Basin,Houston,TX,77007,"602 Sawyer St, Suite 710",,29.76570426,-95.3810906,211130,W-ONSH,,128809.998,333334.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008625,110007920544,"Marathon Alaska Production, LLC - Cook Inlet Basin (AAPG Basin Number 820)",,Kenai,AK,99611,35350 Kalifornsky Beach Rd.,KENAI PENINSULA,60.475119,-151.27375,211111,W-ONSH,,,,,,,,,,0,,69721.41,61065.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009353,110071159941,Marathon Oil Anadarko Basin (AAPG 360),360 - Anadarko Basin,Oklahoma City,OK,73132,7301 NW Expressway,OKLAHOMA COUNTY,35.558773,-97.638537,211120,W-ONSH,258638.596,225559.222,193707.438,219358.752,212980.14,204920.724,419791.15,231266.82,168297.59,148978.486,218465.376,272327.254,442537.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008071,110043511232,Marathon Oil Cody - Big Horn Basin (AAPG Basin Number 520),520 - Big Horn Basin,Cody,WY,82414,1501 Stampede Ave,PARK COUNTY,44.51884,-109.05642,211111,W-ONSH,,,,,,,,,12498.426,14590.416,11603.778,18402.068,64504.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008072,110043511232,Marathon Oil Cody - Green River Basin (AAPG Basin Number 535),535 - Green River Basin,Cody,WY,82414,1501 Stampede Ave,PARK COUNTY,44.52007,-109.05858,211111,W-ONSH,,,,,,,,,,0,89150.758,112827.01,228047.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008173,,Marathon Oil Company - Williston Basin (AAPG Basin 395),395 - Williston Basin,Dickinson,ND,58601,3172 Highway 22 North,,46.95245,-102.78972,211120,W-ONSH,663708.784,982498.18,1143850.064,1649011.046,3322123.788,2396637.506,1050886.25,542416.006,991803.75,791293.01,690509.204,649660.344,463635.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008883,110055515198,Marathon Oil Company 230 Arkla Basin,230 - Arkla Basin,Fairfield,TX,75840,801 S I-45 Service Road,FREESTONE,31.701618,-96.173824,211111,W-ONSH,,,,,,,,,,48163.948,82442.176,80931.272,126331.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008884,110055515198,Marathon Oil Company 260 East Texas Basin,260 - East Texas Basin,Fairfield,TX,75840,801 S I-45 Service Road,FREESTONE,31.701618,-96.173824,211111,W-ONSH,,,,,,,,,,142997.774,163542.02,176063.524,306065.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
